X,CH 1,CH 2,Start,Increment
µs, V, V,-3.000000e-04,5.000000e-07
5581.200000,2.00,4.60
5581.400024,2.00,4.60
5581.600049,2.00,4.60
5581.800073,2.00,4.60
5582.000098,2.00,4.60
5582.200122,2.00,4.60
5582.400147,2.00,4.60
5582.600171,2.00,4.60
5582.800195,2.00,4.60
5583.000220,2.00,4.60
5583.200244,2.00,4.60
5583.400269,2.00,4.60
5583.600293,2.00,4.60
5583.800318,2.00,4.60
5584.000342,2.00,4.60
5584.200366,2.00,4.60
5584.400391,2.00,4.60
5584.600415,2.00,4.60
5584.800440,2.00,4.60
5585.000464,2.00,4.60
5585.200489,1.20,4.20
5585.400513,0.80,4.40
5585.600537,0.40,4.40
5585.800562,0.00,4.20
5586.000586,-0.40,4.20
5586.200611,-0.40,4.20
5586.400635,0.00,4.20
5586.600660,0.40,4.60
5586.800684,1.60,4.40
5587.000708,2.40,4.60
5587.200733,3.20,4.40
5587.400757,3.60,4.60
5587.600782,4.40,4.60
5587.800806,5.20,4.60
5588.000831,5.60,4.60
5588.200855,6.00,4.60
5588.400879,6.40,4.80
5588.600904,6.80,4.60
5588.800928,6.80,4.80
5589.000953,6.80,4.60
5589.200977,6.80,4.80
5589.401002,6.80,4.60
5589.601026,6.80,4.60
5589.801050,6.80,4.60
5590.001075,6.00,4.60
5590.201099,5.60,4.60
5590.401124,4.80,4.60
5590.601148,4.00,4.60
5590.801173,3.60,4.20
5591.001197,3.20,4.60
5591.201221,3.60,4.60
5591.401246,3.20,4.40
5591.601270,3.20,4.60
5591.801295,3.60,4.60
5592.001319,4.00,4.60
5592.201344,4.80,4.60
5592.401368,5.20,4.60
5592.601392,4.80,4.60
5592.801417,4.00,4.60
5593.001441,3.60,4.20
5593.201466,2.80,4.60
5593.401490,3.20,4.20
5593.601515,2.80,4.40
5593.801539,3.60,4.40
5594.001563,4.40,4.60
5594.201588,5.20,4.60
5594.401612,6.00,4.60
5594.601637,6.00,4.60
5594.801661,6.40,4.60
5595.001686,6.40,4.60
5595.201710,6.40,4.60
5595.401734,6.40,4.60
5595.601759,6.00,4.60
5595.801783,6.00,4.60
5596.001808,6.00,4.60
5596.201832,5.60,4.40
5596.401857,5.20,4.60
5596.601881,4.80,4.60
5596.801905,4.00,4.40
5597.001930,3.60,4.40
5597.201954,3.60,4.40
5597.401979,3.20,4.40
5597.602003,3.60,4.40
5597.802028,4.00,4.20
5598.002052,4.80,4.60
5598.202076,5.20,4.60
5598.402101,6.00,4.60
5598.602125,6.00,4.60
5598.802150,6.00,4.60
5599.002174,6.00,4.60
5599.202199,6.00,4.60
5599.402223,5.60,4.60
5599.602247,5.20,4.40
5599.802272,4.80,4.60
5600.002296,4.40,4.60
5600.202321,4.00,4.40
5600.402345,3.60,4.60
5600.602370,3.20,4.20
5600.802394,2.80,4.20
5601.002418,2.00,4.40
5601.202443,1.60,4.20
5601.402467,1.60,3.00
5601.602492,2.00,0.20
5601.802516,-0.40,0.40
5602.002541,-2.80,0.60
5602.202565,-4.40,0.40
5602.402589,-6.00,0.40
5602.602614,-6.80,0.40
5602.802638,-7.60,0.40
5603.002663,-8.00,0.60
5603.202687,-8.00,0.60
5603.402712,-8.40,0.60
5603.602736,-8.40,0.40
5603.802760,-8.40,0.60
5604.002785,-8.40,0.40
5604.202809,-8.40,0.60
5604.402834,-8.40,0.40
5604.602858,-8.40,0.40
5604.802883,-8.40,0.60
5605.002907,-8.40,0.60
5605.202931,-8.40,0.60
5605.402956,-8.40,0.60
5605.602980,-8.40,0.60
5605.803005,-8.40,0.40
5606.003029,-8.40,0.60
5606.203054,-8.40,0.60
5606.403078,-8.40,0.60
5606.603102,-8.40,0.60
5606.803127,-8.40,0.60
5607.003151,-8.40,0.60
5607.203176,-8.40,0.60
5607.403200,-8.40,0.40
5607.603225,-8.40,0.60
5607.803249,-8.40,0.60
5608.003273,-8.40,0.60
5608.203298,-8.40,0.60
5608.403322,-8.40,0.60
5608.603347,-8.40,0.60
5608.803371,-8.40,0.60
5609.003396,-8.40,0.60
5609.203420,-8.40,0.60
5609.403444,-8.40,0.60
5609.603469,-8.40,0.60
5609.803493,-8.40,0.60
5610.003518,-8.40,0.60
5610.203542,-8.40,0.60
5610.403567,-8.40,0.60
5610.603591,-8.40,0.60
5610.803615,-8.40,0.60
5611.003640,-8.40,0.60
5611.203664,-8.40,0.60
5611.403689,-8.40,0.60
5611.603713,-8.40,0.60
5611.803738,-8.40,0.60
5612.003762,-8.40,0.60
5612.203786,-8.40,0.60
5612.403811,-8.40,0.60
5612.603835,-8.40,0.60
5612.803860,-8.40,0.60
5613.003884,-8.40,0.60
5613.203909,-8.40,0.60
5613.403933,-8.40,0.60
5613.603957,-8.40,0.60
5613.803982,-8.40,0.60
5614.004006,-8.40,0.60
5614.204031,-8.40,0.60
5614.404055,-8.40,0.60
5614.604080,-8.40,0.60
5614.804104,-8.40,0.60
5615.004128,-8.40,0.60
5615.204153,-8.40,0.60
5615.404177,-8.40,0.60
5615.604202,-8.40,0.60
5615.804226,-8.40,0.60
5616.004251,-8.40,0.60
5616.204275,-8.40,0.60
5616.404299,-8.40,0.60
5616.604324,-8.40,0.60
5616.804348,-8.40,0.40
5617.004373,-8.40,0.60
5617.204397,-8.40,0.60
5617.404422,-8.40,0.60
5617.604446,-8.40,0.60
5617.804471,-8.40,0.60
5618.004495,-8.40,0.40
5618.204519,-8.40,0.40
5618.404544,-8.40,0.60
5618.604568,-8.40,0.60
5618.804593,-8.40,0.60
5619.004617,-8.40,0.60
5619.204642,-8.40,0.60
5619.404666,-8.40,0.60
5619.604690,-8.40,0.60
5619.804715,-8.40,0.60
5620.004739,-8.40,0.60
5620.204764,-8.40,0.60
5620.404788,-8.40,0.60
5620.604813,-8.40,0.60
5620.804837,-8.40,0.60
5621.004861,-8.40,0.60
5621.204886,-8.40,0.60
5621.404910,-8.40,0.60
5621.604935,-8.40,0.40
5621.804959,-8.40,0.60
5622.004984,-8.40,0.60
5622.205008,-8.00,0.60
5622.405032,-8.40,0.60
5622.605057,-8.40,0.60
5622.805081,-8.40,0.60
5623.005106,-8.40,0.40
5623.205130,-8.40,0.60
5623.405155,-8.00,0.60
5623.605179,-8.40,0.60
5623.805203,-8.40,0.60
5624.005228,-8.40,0.60
5624.205252,-8.40,0.40
5624.405277,-8.40,0.60
5624.605301,-8.40,0.60
5624.805326,-8.40,0.60
5625.005350,-8.40,0.60
5625.205374,-8.40,0.60
5625.405399,-8.40,0.60
5625.605423,-8.40,0.60
5625.805448,-8.40,0.60
5626.005472,-8.40,0.60
5626.205497,-8.40,0.60
5626.405521,-8.40,0.60
5626.605545,-8.40,0.40
5626.805570,-8.40,0.60
5627.005594,-8.40,0.60
5627.205619,-8.40,0.60
5627.405643,-8.40,0.60
5627.605668,-8.00,0.60
5627.805692,-8.40,0.60
5628.005716,-8.40,0.60
5628.205741,-8.40,0.60
5628.405765,-8.40,0.60
5628.605790,-8.40,0.60
5628.805814,-8.40,0.60
5629.005839,-8.40,0.60
5629.205863,-8.40,0.60
5629.405887,-8.40,0.60
5629.605912,-8.40,0.60
5629.805936,-8.40,0.60
5630.005961,-8.40,0.60
5630.205985,-8.40,0.60
5630.406010,-7.60,4.00
5630.606034,-7.60,4.60
5630.806058,-6.40,4.60
5631.006083,-2.40,4.80
5631.206107,0.00,5.00
5631.406132,1.20,5.00
5631.606156,1.60,5.00
5631.806181,2.00,5.00
5632.006205,2.00,5.00
5632.206229,2.00,5.00
5632.406254,1.60,5.00
5632.606278,1.20,5.00
5632.806303,1.20,5.00
5633.006327,1.20,5.00
5633.206352,0.80,5.00
5633.406376,1.60,5.00
5633.606400,2.00,4.80
5633.806425,2.80,5.00
5634.006449,3.60,5.00
5634.206474,4.40,5.00
5634.406498,5.20,5.00
5634.606523,6.40,5.00
5634.806547,6.80,5.00
5635.006571,7.20,5.00
5635.206596,8.00,5.20
5635.406620,8.00,5.00
5635.606645,8.00,5.00
5635.806669,8.40,5.20
5636.006694,7.60,5.00
5636.206718,6.40,5.00
5636.406742,4.80,5.00
5636.606767,3.60,5.00
5636.806791,2.40,4.80
5637.006816,1.60,4.80
5637.206840,0.80,4.60
5637.406865,0.40,4.60
5637.606889,0.40,4.60
5637.806913,0.00,4.60
5638.006938,0.40,4.60
5638.206962,0.00,4.60
5638.406987,0.40,4.60
5638.607011,0.40,4.60
5638.807036,0.40,4.60
5639.007060,0.80,4.60
5639.207084,1.20,4.60
5639.407109,2.00,4.60
5639.607133,2.80,4.60
5639.807158,4.00,4.80
5640.007182,4.80,5.00
5640.207207,6.00,5.00
5640.407231,6.40,5.00
5640.607255,6.40,5.00
5640.807280,5.60,4.80
5641.007304,4.40,4.80
5641.207329,3.20,4.80
5641.407353,2.00,4.60
5641.607378,1.20,4.60
5641.807402,0.40,4.60
5642.007426,-0.40,4.60
5642.207451,-0.80,4.40
5642.407475,-1.20,4.40
5642.607500,-1.20,4.40
5642.807524,-1.20,4.40
5643.007549,-0.40,4.40
5643.207573,0.80,4.60
5643.407597,2.40,4.60
5643.607622,3.60,4.60
5643.807646,4.80,4.80
5644.007671,6.00,4.80
5644.207695,6.40,4.80
5644.407720,6.00,4.80
5644.607744,4.80,4.60
5644.807768,3.60,4.60
5645.007793,3.20,4.60
5645.207817,3.60,4.60
5645.407842,4.80,4.60
5645.607866,5.20,4.80
5645.807891,6.00,5.00
5646.007915,5.60,4.80
5646.207939,4.80,4.60
5646.407964,4.80,4.60
5646.607988,4.40,4.60
5646.808013,4.80,4.60
5647.008037,5.20,4.60
5647.208062,6.00,4.60
5647.408086,6.40,4.80
5647.608110,7.20,4.80
5647.808135,7.20,4.80
5648.008159,7.60,4.80
5648.208184,7.20,5.00
5648.408208,7.20,4.80
5648.608233,7.20,4.60
5648.808257,7.20,4.80
5649.008281,7.20,4.80
5649.208306,7.20,4.80
5649.408330,6.80,4.80
5649.608355,6.80,4.60
5649.808379,6.80,4.60
5650.008404,6.80,4.60
5650.208428,7.20,4.80
5650.408452,8.00,4.80
5650.608477,8.00,4.80
5650.808501,8.40,4.60
5651.008526,8.80,5.00
5651.208550,8.80,5.00
5651.408575,9.20,5.00
5651.608599,9.20,4.80
5651.808623,8.80,4.80
5652.008648,9.20,4.80
5652.208672,9.20,4.80
5652.408697,9.20,5.00
5652.608721,9.60,5.00
5652.808746,9.60,4.60
5653.008770,9.20,4.80
5653.208794,9.60,4.80
5653.408819,9.20,4.80
5653.608843,8.40,4.60
5653.808868,7.60,4.60
5654.008892,6.00,4.60
5654.208917,4.40,4.20
5654.408941,3.20,4.40
5654.608965,2.40,4.20
5654.808990,1.20,4.20
5655.009014,0.40,4.20
5655.209039,0.40,4.20
5655.409063,-0.40,4.20
5655.609088,-0.80,4.20
5655.809112,-1.20,4.20
5656.009136,-1.20,4.20
5656.209161,-1.60,4.20
5656.409185,-1.20,4.40
5656.609210,-1.20,4.20
5656.809234,-1.60,4.40
5657.009259,-1.60,4.20
5657.209283,-1.60,4.40
5657.409307,-1.20,4.40
5657.609332,-1.60,4.40
5657.809356,-1.20,4.20
5658.009381,-1.20,4.40
5658.209405,-0.80,4.40
5658.409430,-0.80,4.60
5658.609454,-0.40,4.40
5658.809478,0.40,4.60
5659.009503,2.00,4.60
5659.209527,3.20,4.60
5659.409552,4.40,4.60
5659.609576,5.20,4.80
5659.809601,5.60,4.80
5660.009625,5.60,4.80
5660.209649,5.20,4.80
5660.409674,5.60,4.60
5660.609698,6.00,4.80
5660.809723,6.40,5.00
5661.009747,6.40,4.80
5661.209772,6.40,4.80
5661.409796,6.00,4.80
5661.609820,6.40,4.80
5661.809845,6.80,4.80
5662.009869,7.20,5.00
5662.209894,7.60,5.00
5662.409918,8.00,5.00
5662.609943,8.00,5.00
5662.809967,7.20,4.80
5663.009991,6.00,4.60
5663.210016,4.80,4.60
5663.410040,4.00,4.60
5663.610065,3.60,4.60
5663.810089,2.80,4.40
5664.010114,1.60,4.60
5664.210138,1.20,4.20
5664.410162,0.40,4.20
5664.610187,0.40,4.40
5664.810211,0.00,4.40
5665.010236,-0.40,4.20
5665.210260,-0.40,4.20
5665.410285,-0.80,4.40
5665.610309,-0.80,4.40
5665.810333,-0.80,4.40
5666.010358,-0.80,4.20
5666.210382,-0.40,4.40
5666.410407,0.40,4.40
5666.610431,2.00,4.60
5666.810456,3.60,4.60
5667.010480,4.40,4.60
5667.210504,5.20,4.60
5667.410529,5.60,4.60
5667.610553,6.00,4.80
5667.810578,6.00,5.00
5668.010602,6.40,4.80
5668.210627,6.80,4.80
5668.410651,7.20,5.00
5668.610675,7.60,4.80
5668.810700,7.20,4.80
5669.010724,6.40,4.80
5669.210749,4.80,4.60
5669.410773,3.60,4.60
5669.610798,3.20,4.60
5669.810822,2.40,4.60
